sku,revenue
NAN,0.7491780144215195
J0230-SKD-M,0.22186236640933463
J0230-SKD-L,0.188817444120701
J0230-SKD-S,0.18571103402277495
J0230-SKD-XL,0.17498413665365117
SET278-KR-NP-M,0.15324788426676145
J0008-SKD-M,0.1515888514109436
J0008-SKD-S,0.13555145087417286
J0008-SKD-L,0.13054250994746153
J0008-SKD-XS,0.12858191485070802
