month,revenue
1,
2,165.94670981949812
3,-4.353645596737343
4,1498.2878570551397
5,-3.7947935508246267
6,-1.4274223014142384
7,-95.13731937667337
8,34.88599371770575
9,12.340306632420116
10,10.268955945017776
11,-51.5215230386203
12,-41.51474277025232
